id,company_name,slug,logo_url,website,founded_year,headquarters_country,headquarters_city,company_type,funding_stage,total_funding_usd,employees_range,primary_category,sub_categories,products,key_technologies,target_customers,business_model,notable_investors,parent_company,subsidiaries,partnerships,competitors,integrations,acquired_by,acquisitions_made,status,description_en,linkedin_url,twitter_url,github_url,crunchbase_url,last_updated
1,OpenAI,open-ai,https://logo.clearbit.com/openai.com,https://openai.com,2015,United States,San Francisco,research_lab,series_d+,11300000000,5000+,foundation_model,llm|chatbot|code_generation|multimodal|image_generation,ChatGPT|GPT-4o|DALL-E 3|Sora|Whisper|Embeddings API,transformer|rlhf|multimodal|reinforcement_learning,enterprise|developer|consumer,saas|api|licensing,Microsoft|Khosla Ventures|Tiger Global|a16z,,Microsoft,microsoft|anthropic|google-deepmind,anthropic|google-deepmind|meta-ai|mistral|cohere,microsoft|langchain|llamaindex|weights-and-biases|hugging-face,,global-illumination|codex,active,Leading AI research company behind ChatGPT and GPT-4. Develops frontier language models and multimodal AI systems for broad commercial use.,https://linkedin.com/company/openai,https://twitter.com/openai,https://github.com/openai,https://crunchbase.com/organization/openai,2026-05-01
2,Anthropic,anthropic,https://logo.clearbit.com/anthropic.com,https://anthropic.com,2021,United States,San Francisco,research_lab,series_d+,7700000000,1001-5000,foundation_model,llm|safety|constitutional_ai|multimodal,Claude 3.5 Sonnet|Claude 3 Opus|Claude API|Claude.ai,transformer|rlhf|constitutional_ai|multimodal,enterprise|developer|consumer,saas|api,Google|Amazon|Spark Capital|Salesforce Ventures,,amazon|google,open-ai|google-deepmind|amazon,open-ai|google-deepmind|meta-ai|mistral|cohere,amazon|google|langchain|llamaindex,,,active,AI safety company building reliable and interpretable AI. Creator of the Claude family of models with a focus on safe and beneficial AI.,https://linkedin.com/company/anthropic,https://twitter.com/anthropic_ai,https://github.com/anthropic-ai,https://crunchbase.com/organization/anthropic,2026-05-01
3,Google DeepMind,google-deepmind,https://logo.clearbit.com/deepmind.com,https://deepmind.google,2010,United Kingdom,London,research_lab,public,0,5000+,foundation_model,llm|multimodal|reinforcement_learning|scientific_ai,Gemini 1.5 Pro|Gemini Ultra|AlphaFold|Gemma|Imagen,transformer|rlhf|multimodal|alphago|diffusion,enterprise|developer|researcher,api|licensing|saas,Alphabet,alphabet,alphabet,open-ai|anthropic|microsoft,open-ai|anthropic|meta-ai|mistral,google-cloud|hugging-face,,deepmind,active,Google's consolidated AI research lab. Develops Gemini models AlphaFold and foundational AI research pushing the frontier of artificial intelligence.,https://linkedin.com/company/deepmind,https://twitter.com/googledeepmind,https://github.com/google-deepmind,https://crunchbase.com/organization/deepmind,2026-05-01
4,Meta AI,meta-ai,https://logo.clearbit.com/meta.com,https://ai.meta.com,2013,United States,Menlo Park,research_lab,public,0,5000+,foundation_model,llm|multimodal|open_source|image_generation,Llama 3|Llama 3.1|ImageBind|SAM|SeamlessM4T,transformer|multimodal|open_source,developer|researcher|enterprise,open_source,Meta,meta-platforms,meta-platforms,open-ai|google-deepmind|mistral,open-ai|google-deepmind|anthropic|mistral|cohere,hugging-face|langchain|llamaindex,,,active,Meta's AI research division. Develops and open-sources Llama models and advances multimodal and foundational AI research across Meta's platforms.,https://linkedin.com/company/meta-ai,https://twitter.com/MetaAI,https://github.com/facebookresearch,https://crunchbase.com/organization/meta-ai,2026-05-01
5,Mistral AI,mistral,https://logo.clearbit.com/mistral.ai,https://mistral.ai,2023,France,Paris,startup,series_b,1070000000,201-500,foundation_model,llm|open_source|code_generation|mixture_of_experts,Mistral Large|Mistral 7B|Mixtral 8x7B|Mistral Nemo|Le Chat,transformer|mixture_of_experts|open_source,developer|enterprise|researcher,api|open_source|saas,a16z|Lightspeed|General Catalyst|BNP Paribas,,,open-ai|anthropic|google-deepmind|cohere,open-ai|google-deepmind|meta-ai|cohere,hugging-face|langchain|azure-ai,,,active,European AI company building open and efficient large language models. Known for Mixtral MoE architecture and commitment to open-weight model releases.,https://linkedin.com/company/mistral-ai,https://twitter.com/MistralAI,https://github.com/mistralai,https://crunchbase.com/organization/mistral-ai,2026-05-01
6,xAI,x-ai,https://logo.clearbit.com/x.ai,https://x.ai,2023,United States,San Francisco,startup,series_b,6000000000,501-1000,foundation_model,llm|chatbot|real_time_information,Grok 2|Grok 3|Aurora,transformer|rlhf|real_time_data,consumer|enterprise|developer,saas|api,Elon Musk|Valor Equity Partners|Vy Capital,,,open-ai|anthropic|google-deepmind,open-ai|anthropic|google-deepmind|meta-ai,x-twitter,,,active,AI company founded by Elon Musk developing Grok LLMs with real-time web access. Integrated into X platform with focus on truth-seeking AI.,https://linkedin.com/company/x-ai,https://twitter.com/xai,https://github.com/xai-org,https://crunchbase.com/organization/x-ai,2026-05-01
7,Cohere,cohere,https://logo.clearbit.com/cohere.com,https://cohere.com,2019,Canada,Toronto,scaleup,series_d+,970000000,501-1000,foundation_model,llm|embeddings|rag|enterprise_ai,Command R+|Command R|Embed|Rerank|Aya,transformer|rag|embeddings,enterprise|developer,api|saas,Tiger Global|Oracle|Salesforce|Nvidia,,oracle,open-ai|anthropic|google-deepmind|mistral,open-ai|anthropic|mistral|ai21,langchain|llamaindex|aws-bedrock|azure-ai,,,active,Enterprise-focused AI company offering Command language models embeddings and reranking for production RAG systems and business applications.,https://linkedin.com/company/cohere-ai,https://twitter.com/cohere,https://github.com/cohere-ai,https://crunchbase.com/organization/cohere,2026-05-01
8,AI21 Labs,ai21,https://logo.clearbit.com/ai21.com,https://ai21.com,2017,Israel,Tel Aviv,scaleup,series_c,336000000,201-500,foundation_model,llm|writing_assistant|rag,Jamba|Jamba 1.5|Wordtune,transformer|mamba|state_space_model,enterprise|developer|consumer,saas|api,Google|Pitango|TPY Capital,,,open-ai|cohere|anthropic,open-ai|cohere|anthropic|mistral,aws-bedrock|azure-ai|google-cloud,,,active,Israeli AI company developing Jamba hybrid SSM-Transformer models and Wordtune writing assistant for enterprise and consumer use cases.,https://linkedin.com/company/ai21-labs,https://twitter.com/AI21Labs,https://github.com/AI21Labs,https://crunchbase.com/organization/ai21-labs,2026-05-01
64,Aleph Alpha,aleph-alpha,https://logo.clearbit.com/aleph-alpha.com,https://aleph-alpha.com,2019,Germany,Heidelberg,scaleup,series_b,500000000,201-500,foundation_model,llm|enterprise_ai|european_ai|multimodal,Pharia|Luminous|Pharia-1,transformer|multimodal,enterprise|government,api|saas,Bosch|SAP|Schwarz Group|Nvidia,,,open-ai|mistral|cohere,open-ai|mistral|cohere|google-deepmind,hugging-face|langchain,azure-ai|google-cloud,,,active,German AI company developing sovereign European large language models. Focus on transparent trustworthy enterprise AI compliant with European regulations.,https://linkedin.com/company/aleph-alpha,https://twitter.com/Aleph__Alpha,https://github.com/Aleph-Alpha,https://crunchbase.com/organization/aleph-alpha,2026-05-01
65,Inflection AI (Pi),inflection-pi,https://logo.clearbit.com/pi.ai,https://pi.ai,2022,United States,Palo Alto,startup,series_b,1525000000,51-200,applications,conversational_ai|personal_ai|emotional_intelligence,Pi,transformer|rlhf,consumer,saas|subscription,Microsoft|Reid Hoffman|Bill Gates,inflection-ai,,inflection-ai,open-ai|anthropic|character-ai,open-ai|anthropic,,,active,Personal AI companion app offering empathetic conversational support. The Pi assistant uses Inflection-2.5 model for nuanced supportive dialogue.,https://linkedin.com/company/inflection-ai,https://twitter.com/inflectionai,https://github.com/inflection-ai,https://crunchbase.com/organization/inflection-ai,2026-05-01
66,Runway Research,runway-research,https://logo.clearbit.com/research.runwayml.com,https://research.runwayml.com,2021,United States,New York,research_lab,series_d+,0,51-200,research,video_generation|multimodal|diffusion|research,Gen-3 Research|FILM,diffusion|video_generation|multimodal,researcher|creative_professional,open_source|grants,Google|Salesforce,runway,,runway,pika|sora|stability-ai,pika|stability-ai,open-ai|stability-ai|google-deepmind,,,active,Research arm of Runway focused on advancing video and multimodal AI generation. Publishes foundational work in temporal coherence and video synthesis.,https://linkedin.com/company/runway,https://twitter.com/runwayml,https://github.com/runwayml,https://crunchbase.com/organization/runway,2026-05-01
67,Twelve Labs,twelve-labs,https://logo.clearbit.com/twelvelabs.io,https://twelvelabs.io,2021,United States,San Francisco,startup,series_b,77000000,51-200,applications,video_understanding|multimodal|search,Marengo|Pegasus|Video Understanding API,multimodal|video_embeddings|vlm,developer|enterprise|media_company,api|saas,NVIDIA|New Enterprise Associates|Nvidia,,,google-deepmind|anthropic,google-deepmind|anthropic,open-ai|google-deepmind,aws-bedrock|azure-ai,,,active,Video understanding AI platform enabling semantic search embeddings and generation over video content. Supports media entertainment and content platforms.,https://linkedin.com/company/twelvelabs,https://twitter.com/twelve_labs,https://github.com/twelvelabs-io,https://crunchbase.com/organization/twelve-labs,2026-05-01
68,Synthesia,synthesia,https://logo.clearbit.com/synthesia.io,https://synthesia.io,2017,United Kingdom,London,scaleup,series_c,156000000,201-500,applications,video_generation|avatar|enterprise_video,Synthesia Platform|AI Avatars|STUDIO,avatar_generation|video_synthesis,enterprise|l_and_d_team,saas,Kleiner Perkins|Accel|GV,,,heygen|d-id|colossyan,heygen|d-id|colossyan,open-ai|azure-ai,azure-ai,,,active,AI video generation platform creating professional videos with AI avatars in 120+ languages. Used by enterprises for training marketing and communications.,https://linkedin.com/company/synthesia,https://twitter.com/synthesiaio,https://github.com/synthesia-io,https://crunchbase.com/organization/synthesia,2026-05-01
69,HeyGen,heygen,https://logo.clearbit.com/heygen.com,https://heygen.com,2020,United States,Los Angeles,startup,series_a,60000000,51-200,applications,video_generation|avatar|video_translation,HeyGen Platform|Avatar|Video Translation,avatar_generation|lip_sync|video_synthesis,consumer|enterprise|creator,saas|subscription,Benchmark,,,synthesia|d-id|colossyan,synthesia|d-id|colossyan,open-ai|eleven-labs,azure-ai,,,active,AI video generation platform with realistic avatars and one-click video translation. Enables fast personalized video creation for sales and marketing.,https://linkedin.com/company/heygen,https://twitter.com/HeyGen_Official,https://github.com/HeyGen-Official,https://crunchbase.com/organization/heygen,2026-05-01
70,Glean,glean,https://logo.clearbit.com/glean.com,https://glean.com,2019,United States,Palo Alto,scaleup,series_e,600000000,501-1000,applications,enterprise_search|rag|knowledge_management,Glean Work AI|Glean Agents|Glean Chat,rag|enterprise_search|llm,enterprise,saas,Kleiner Perkins|Lightspeed|Sequoia,,,notion-ai|microsoft-copilot|salesforce-ai,notion-ai|microsoft|salesforce-ai,open-ai|anthropic|google-deepmind,aws-bedrock|azure-ai|google-cloud,,,active,AI-powered enterprise search and knowledge platform connecting all company tools for unified intelligent search chat and autonomous work agents.,https://linkedin.com/company/glean-technologies,https://twitter.com/glean,https://github.com/gleanwork,https://crunchbase.com/organization/glean,2026-05-01
71,Vectara,vectara,https://logo.clearbit.com/vectara.com,https://vectara.com,2021,United States,Palo Alto,startup,series_a,25000000,51-200,data_platform,rag|vector_search|enterprise_search,Vectara Platform|Boomerang|Hallucination Leaderboard,rag|neural_search|anti_hallucination,developer|enterprise,saas|api,Race Capital|Parker Robinson,,,pinecone|weaviate|qdrant,pinecone|weaviate|qdrant,open-ai|cohere|hugging-face|langchain,aws-bedrock|azure-ai,,,active,Trusted AI platform for RAG providing grounded semantic search with minimal hallucination. Offers hosted pipeline from ingestion to retrieval.,https://linkedin.com/company/vectara,https://twitter.com/vectara_io,https://github.com/vectara,https://crunchbase.com/organization/vectara,2026-05-01
72,You.com,you-com,https://logo.clearbit.com/you.com,https://you.com,2020,United States,San Francisco,startup,series_b,45000000,51-200,applications,search_ai|rag|ai_assistant|coding,You.com|YouCode|YouWrite|YouAgent,rag|web_search|llm,consumer|developer,saas|api|subscription,Salesforce Ventures|Sound Ventures|Day One Ventures,,,perplexity-ai|google|bing,perplexity-ai|google|open-ai,open-ai|anthropic|google-deepmind|stability-ai,aws-bedrock,,,active,AI search engine combining web results with generative answers. Offers coding writing and research modes with model selection and privacy controls.,https://linkedin.com/company/you-com,https://twitter.com/you_com,https://github.com/youcom,https://crunchbase.com/organization/you,2026-05-01
73,Luma AI,luma-ai,https://logo.clearbit.com/lumalabs.ai,https://lumalabs.ai,2021,United States,San Jose,startup,series_b,100000000,51-200,applications,3d_generation|video_generation|nerf,Dream Machine|Genie|NeRF Capture,nerf|diffusion|3d_generation|video_generation,consumer|creative_professional|developer,api|saas,a16z|Amplify Partners,,,runway|pika|stability-ai,runway|pika|stability-ai,open-ai|stability-ai,,,active,AI platform for 3D capture and video generation. Dream Machine enables high-quality video generation from text and images with cinematic motion.,https://linkedin.com/company/luma-ai,https://twitter.com/lumadream,https://github.com/lumalabs,https://crunchbase.com/organization/luma-ai,2026-05-01
74,Copy AI,copy-ai,https://logo.clearbit.com/copy.ai,https://copy.ai,2020,United States,Memphis,scaleup,series_b,13900000,51-200,applications,content_generation|marketing_ai|workflow_automation,Copy.ai Platform|GTM AI Platform,llm|content_generation,marketing_team|sales_team|enterprise,saas|subscription,Tiger Global|Candela Ventures,,,jasper-ai|writer|anyword,jasper-ai|writer|anyword,open-ai|anthropic,azure-ai,,,active,AI-powered go-to-market platform enabling marketing and sales teams to create content automate workflows and accelerate pipeline with AI agents.,https://linkedin.com/company/copy-ai,https://twitter.com/copy_ai,https://github.com/copy-ai,https://crunchbase.com/organization/copy-ai,2026-05-01
75,Appen,appen,https://logo.clearbit.com/appen.com,https://appen.com,1996,Australia,Sydney,enterprise,public,0,1001-5000,data_platform,data_labeling|annotation|rlhf|quality_assurance,Appen Platform|Appen Connect,data_annotation|crowd_sourcing,enterprise|ai_labs,services|saas,public,,,scale-ai|labelbox|surge-ai,scale-ai|labelbox|surge-ai,open-ai|google-deepmind|meta-ai,aws-bedrock|azure-ai,,,active,Training data and AI evaluation services company with global crowd workforce. Provides data annotation RLHF and AI quality assurance for major AI labs.,https://linkedin.com/company/appen,https://twitter.com/AppenLimited,https://github.com/appen,https://crunchbase.com/organization/appen,2026-05-01
76,Surge AI,surge-ai,https://logo.clearbit.com/surgehq.ai,https://surgehq.ai,2020,United States,San Francisco,startup,series_a,7500000,11-50,data_platform,data_labeling|rlhf|annotation,Surge Data Platform,data_annotation|rlhf,enterprise|ai_labs,saas|services,Y Combinator,,,scale-ai|labelbox|appen,scale-ai|labelbox|appen,open-ai|anthropic|google-deepmind,,,active,High-quality data labeling platform for RLHF and AI training. Focuses on accuracy and complex annotation tasks for frontier AI model development.,https://linkedin.com/company/surge-ai,https://twitter.com/surgeai,https://github.com/surge-ai,https://crunchbase.com/organization/surge-ai,2026-05-01
77,Galileo,galileo,https://logo.clearbit.com/rungalileo.io,https://rungalileo.io,2021,United States,San Francisco,startup,series_b,45000000,51-200,developer_tools,llm_evaluation|ai_quality|hallucination_detection,Galileo Evaluate|Galileo Observe|Galileo Prompt Inspector,llm_evaluation|hallucination_detection,developer|enterprise,saas,Greenoaks|GV,,,braintrust|weights-and-biases|comet-ml,braintrust|weights-and-biases|comet-ml,open-ai|anthropic|google-deepmind|hugging-face,aws-bedrock|azure-ai,,,active,LLM evaluation and observability platform helping teams detect hallucinations measure quality and debug AI applications in development and production.,https://linkedin.com/company/galileo,https://twitter.com/GalileoAI,https://github.com/rungalileo,https://crunchbase.com/organization/galileo-ai,2026-05-01
78,Haystack,haystack,https://logo.clearbit.com/haystack.deepset.ai,https://haystack.deepset.ai,2018,Germany,Berlin,startup,series_a,12000000,51-200,developer_tools,rag|llm_orchestration|nlp|open_source,Haystack|deepset Cloud|Hayhooks,rag|nlp|open_source|llm_orchestration,developer|enterprise,open_source|saas,Balderton Capital,,,langchain|llamaindex,langchain|llamaindex,open-ai|anthropic|mistral|cohere|hugging-face,aws-bedrock|azure-ai|google-cloud,,,active,Open-source LLM orchestration framework by deepset. Production-ready RAG and agent pipelines with modular pipeline architecture for enterprise NLP.,https://linkedin.com/company/deepset,https://twitter.com/deepset_ai,https://github.com/deepset-ai,https://crunchbase.com/organization/deepset,2026-05-01
79,Typeface,typeface,https://logo.clearbit.com/typeface.ai,https://typeface.ai,2022,United States,San Francisco,startup,series_b,165000000,51-200,applications,enterprise_ai|content_generation|brand_personalization,Typeface Platform|Brand Kit,llm|content_generation|brand_ai,enterprise|marketing_team,saas,Salesforce Ventures|GV|M12,,,jasper-ai|writer|copy-ai,jasper-ai|writer|copy-ai,open-ai|anthropic|stability-ai,azure-ai|aws-bedrock,,,active,Enterprise generative AI platform enabling personalized brand-consistent content creation at scale for marketing sales and communications teams.,https://linkedin.com/company/typeface-ai,https://twitter.com/typeface_ai,https://github.com/typeface-ai,https://crunchbase.com/organization/typeface,2026-05-01
80,Articulate AI,articulate-ai,https://logo.clearbit.com/360learning.com,https://360learning.com,2013,France,Paris,scaleup,series_b,41000000,201-500,applications,learning_ai|edtech|content_generation,360Learning Platform|AI Content Creation,llm|adaptive_learning,enterprise|l_and_d_team,saas,Sumeru Equity Partners|Educapital,,,synthesia|coursera,synthesia|coursera-ai,open-ai|anthropic,azure-ai,,,active,Collaborative learning platform with AI content generation for enterprise L&D. Enables rapid course creation peer learning and AI-driven skill development.,https://linkedin.com/company/360learning,https://twitter.com/360learning,https://github.com/360learning,https://crunchbase.com/organization/360learning,2026-05-01
81,Comet ML (Neptune),neptune-ai,https://logo.clearbit.com/neptune.ai,https://neptune.ai,2017,Poland,Warsaw,startup,series_a,26500000,51-200,developer_tools,mlops|experiment_tracking|model_registry,Neptune.ai,mlops|experiment_tracking,developer|researcher|enterprise,saas,Molten Ventures|Hoxton Ventures,,,weights-and-biases|comet-ml|mlflow,weights-and-biases|comet-ml,open-ai|hugging-face|pytorch,aws-bedrock|azure-ai,,,active,MLOps experiment tracking and model registry platform. Lightweight alternative to W&B focused on reproducibility and collaboration for ML teams.,https://linkedin.com/company/neptune-ai,https://twitter.com/neptune_ai,https://github.com/neptune-ai,https://crunchbase.com/organization/neptune-ai,2026-05-01
82,Tabnine,tabnine,https://logo.clearbit.com/tabnine.com,https://tabnine.com,2019,Israel,Tel Aviv,scaleup,series_b,52000000,51-200,applications,code_generation|developer_tools|ide_plugin|enterprise_ai,Tabnine Enterprise|Tabnine Chat,code_generation|llm,developer|enterprise,saas|subscription,Atlassian Ventures|Khosla Ventures,,,cursor|github-copilot|codeium,cursor|github-copilot|codeium,open-ai|anthropic|google-deepmind,azure-ai|aws-bedrock,,,active,AI code completion tool with enterprise privacy controls. On-premise and private cloud options for enterprises needing code generation without data sharing.,https://linkedin.com/company/tabnine,https://twitter.com/Tabnine,https://github.com/codota,https://crunchbase.com/organization/tabnine,2026-05-01
83,Cohere Command,cohere-command,https://logo.clearbit.com/cohere.com,https://cohere.com/command,2019,Canada,Toronto,scaleup,series_d+,0,501-1000,foundation_model,llm|rag|enterprise_ai,Command R+|Command R|Command Light,transformer|rag|tool_use,enterprise|developer,api|saas,Google|Oracle|Salesforce,cohere,,cohere,open-ai|anthropic|mistral,open-ai|anthropic|mistral,aws-bedrock|azure-ai|google-cloud,,,active,Cohere's flagship enterprise LLM product line with advanced RAG and tool-use capabilities. Optimized for retrieval-augmented generation enterprise tasks.,https://linkedin.com/company/cohere-ai,https://twitter.com/cohere,https://github.com/cohere-ai,https://crunchbase.com/organization/cohere,2026-05-01
84,RunPod,runpod,https://logo.clearbit.com/runpod.io,https://runpod.io,2022,United States,New York,startup,series_a,20000000,51-200,infrastructure,gpu_cloud|inference|training|serverless,RunPod Serverless|RunPod GPU Cloud|Pod,gpu|containers|serverless,developer,api|saas,Felicis Ventures,,,anyscale|modal|replicate,anyscale|modal|replicate,meta-ai|stability-ai|hugging-face,,,active,Affordable GPU cloud platform for AI training and inference. Popular with developers for running open-source models and fine-tuning workloads cost-effectively.,https://linkedin.com/company/runpod,https://twitter.com/runpod_io,https://github.com/runpod,https://crunchbase.com/organization/runpod,2026-05-01
85,Fal AI,fal-ai,https://logo.clearbit.com/fal.ai,https://fal.ai,2022,United States,San Francisco,startup,series_a,23000000,11-50,infrastructure,serverless_inference|image_generation|model_hosting,Fal Serverless|Fal Queue|Fal Model Hub,serverless|gpu|diffusion,developer,api|saas,a16z,,,replicate|modal|runpod,replicate|modal|runpod,stability-ai|hugging-face|flux,,,active,Serverless GPU inference platform specialized in generative media models. Known for fast image and video generation hosting including FLUX and SDXL models.,https://linkedin.com/company/fal-ai,https://twitter.com/fal,https://github.com/fal-ai,https://crunchbase.com/organization/fal-ai,2026-05-01
86,Imbue,imbue,https://logo.clearbit.com/imbue.com,https://imbue.com,2019,United States,San Francisco,research_lab,series_b,220000000,51-200,research,ai_agents|reasoning|scientific_ai,Imbue Models|Imbue Agents,llm|agents|reasoning,researcher|developer,saas|research,Astera Institute|NVIDIA|Snowflake,,,cognition-ai|adept-ai,cognition-ai|adept-ai|open-ai,open-ai|anthropic|google-deepmind,,,active,AI research company focused on building AI agents with genuine reasoning and coding abilities. Aims to create trustworthy intelligent agents for complex tasks.,https://linkedin.com/company/imbue,https://twitter.com/imbue_ai,https://github.com/imbue-ai,https://crunchbase.com/organization/imbue,2026-05-01
87,Dust,dust,https://logo.clearbit.com/dust.tt,https://dust.tt,2022,France,Paris,startup,series_a,16000000,11-50,agent_framework,ai_agents|enterprise_ai|automation,Dust Platform|Dust Agents,llm|agents|automation,enterprise,saas,Sequoia|Y Combinator,,,langchain|llamaindex,langchain|llamaindex,open-ai|anthropic|mistral|google-deepmind,azure-ai|aws-bedrock,,,active,European no-code platform for building enterprise AI assistants and agents. Connects to company data sources and tools enabling internal automation workflows.,https://linkedin.com/company/dust-tt,https://twitter.com/dust4ai,https://github.com/dust-tt,https://crunchbase.com/organization/dust-tt,2026-05-01
88,Fixie AI,fixie-ai,https://logo.clearbit.com/fixie.ai,https://fixie.ai,2022,United States,Seattle,startup,seed,17000000,11-50,agent_framework,ai_agents|voice_ai|real_time,Fixie Voice|Ultravox,llm|voice_agents|real_time,developer|enterprise,api|saas,SignalFire,,,adept-ai|langchain,adept-ai|langchain,open-ai|anthropic|groq,,,active,Multimodal AI agent company building real-time voice AI systems. Ultravox is an open-source real-time speech-to-speech model for voice agent applications.,https://linkedin.com/company/fixie-ai,https://twitter.com/fixieai,https://github.com/fixie-ai,https://crunchbase.com/organization/fixie-ai,2026-05-01
89,Cradle,cradle,https://logo.clearbit.com/cradle.bio,https://cradle.bio,2021,Netherlands,Utrecht,startup,series_a,24000000,11-50,applications,scientific_ai|protein_design|biotech,Cradle Platform,protein_language_model|generative_biology,biotech|pharma|researcher,saas,Addition|Index Ventures,,,insilico-medicine|recursion,insilico-medicine|recursion,open-ai|google-deepmind,google-cloud,,,active,Protein design AI platform enabling biotech companies to engineer improved proteins faster using generative AI models trained on biological data.,https://linkedin.com/company/cradle-bio,https://twitter.com/cradle_bio,https://github.com/cradle-bio,https://crunchbase.com/organization/cradle-bio,2026-05-01
90,Contextual AI,contextual-ai,https://logo.clearbit.com/contextual.ai,https://contextual.ai,2023,United States,San Francisco,startup,series_a,20000000,11-50,infrastructure,rag|enterprise_ai|grounded_ai,RAG 2.0|Contextual Platform,rag|grounding|llm,enterprise|developer,saas|api,Andreessen Horowitz,,,vectara|llamaindex|langchain,vectara|llamaindex|langchain,open-ai|anthropic|cohere,aws-bedrock|azure-ai,,,active,Enterprise RAG platform improving accuracy of AI responses through grounded retrieval. Built by ex-Meta researchers advancing state of retrieval-augmented generation.,https://linkedin.com/company/contextual-ai,https://twitter.com/contextual_ai,https://github.com/contextualai,https://crunchbase.com/organization/contextual-ai,2026-05-01
